index,jempol_kanan,telunjuk_kanan,tengah_kanan,manis_kanan,kelingking_kanan,jempol_kiri,telunjuk_kiri,tengah_kiri,manis_kiri,kelingking_kiri
1,58.8809318542,95.2031326294,101.740394592,96.9273605347,88.00849151610001,69.8703918457,96.3162384033,101.86444854700001,95.3389205933,86.2809448242
1,58.8811798096,95.20910644530001,101.76167297399999,96.9691390991,88.06321716309999,69.8722991943,96.3375854492,101.884376526,95.34462738040001,86.27626800540001
1,58.881427764899996,95.2172241211,101.786766052,97.00924682620001,88.09288024899999,69.87715911869999,96.3558349609,101.90460968,95.347442627,86.27387237549999
1,58.881652832,95.22779846190001,101.805114746,97.05020141600001,88.1193695068,69.8767852783,96.3840789795,101.919029236,95.3558578491,86.2705993652
1,58.8818588257,95.2350463867,101.825195312,97.0842514038,88.148109436,69.8802719116,96.40265655520001,101.933891296,95.3628692627,86.2695922852
1,58.8820762634,95.23871612549999,101.83716583299999,97.1165466309,88.1736831665,69.8848266602,96.4306411743,101.940284729,95.3661499023,86.264793396
1,58.8822669983,95.2398986816,101.860710144,97.1376876831,88.1919937134,69.882522583,96.4543914795,101.951225281,95.3641662598,86.26128387450001
1,58.8824653625,95.24131774899999,101.882614136,97.16296386719999,88.2073669434,69.8835525513,96.47157287600001,101.962120056,95.3622131348,86.25723266600001
1,58.8826446533,95.24942016600001,101.897972107,97.1905212402,88.2193832397,69.8613433838,96.48741149899999,101.97344970700001,95.3607406616,86.2531509399
1,58.8828277588,95.25816345209999,101.91290283200001,97.2089920044,88.2380752563,69.8606414795,96.5058822632,101.990936279,95.3575592041,86.2498855591
1,58.88299942020001,95.2636108398,101.930763245,97.22142028809999,88.2610244751,69.8677597046,96.529586792,102.00074768100001,95.35570526120001,86.24591064450001
1,58.883140563999994,95.27165985110001,101.949645996,97.2339553833,88.28421783450001,69.8672790527,96.55361175540001,102.01105499299999,95.35213470459999,86.23885345459999
1,58.8833007812,95.2790679932,101.96740722700001,97.25896453860001,88.3042755127,69.87357330319999,96.585609436,102.022514343,95.35880279540001,86.2316360474
1,58.8834457397,95.28958129879999,101.98832702600001,97.3044128418,88.31712341309999,69.8776397705,96.6120986938,102.04092407200001,95.3689498901,86.2267913818
1,58.88360214229999,95.29577636719999,102.019256592,97.3392028809,88.3595428467,69.8790283203,96.63050842290001,102.069221497,95.38865661620001,86.22071838379999
1,58.883731841999996,95.29917907709999,102.05136871299999,97.3697814941,88.38388824459999,69.8865432739,96.6611404419,102.11142730700001,95.40319824219999,86.2163696289
1,58.8838615417,95.2973480225,102.077079773,97.39818573,88.4041290283,69.88175964359999,96.68622589110001,102.15306854200001,95.42121887209998,86.2200164795
1,58.8839950562,95.2952880859,102.097213745,97.4101867676,88.4165115356,69.8730163574,96.7386474609,102.21292877200001,95.4550323486,86.2325057983
1,58.884117126499994,95.2905197144,102.115783691,97.4262466431,88.42658233639999,69.8464126587,96.79141998290001,102.277038574,95.47240448,86.2400970459
1,58.884223938000005,95.2834777832,102.127914429,97.439453125,88.4367294312,69.8317947388,96.8299407959,102.30857086200001,95.4935913086,86.25001525879999
1,57.136554718,94.6625823975,101.55027008100001,96.8971939087,88.2301101685,67.04363250729999,97.76421356200001,102.441040039,94.9611434937,85.7683181763
1,56.9437484741,94.5723190308,101.59690094,96.8932723999,88.13221740719999,67.04774475100001,97.77500915530001,102.464706421,94.9736251831,85.7693862915
1,56.6835975647,94.56951904299999,101.70391845700001,96.9426345825,88.07160186770001,67.0575942993,97.7859115601,102.48157501200001,94.9796905518,85.7696838379
1,56.4494438171,94.5275650024,101.732185364,96.9490280151,87.988899231,67.0756378174,97.8018951416,102.49339294399999,94.9865570068,85.7685317993
1,56.305885314899996,94.5517272949,101.80785369899999,97.0216369629,87.97673797610001,67.1002502441,97.8192901611,102.50077819799999,94.991897583,85.7673873901
1,56.1697120667,94.53009796139999,101.828620911,97.048324585,87.93397521969999,67.1195297241,97.83173370360001,102.508430481,94.9914321899,85.7644195557
1,56.0894966125,94.56518554690001,101.896697998,97.1216049194,87.9550552368,67.1319351196,97.8376617432,102.50984954799999,94.9882202148,85.7597503662
1,55.959197998,94.55079650879999,101.91986084,97.1495513916,87.94709014889999,67.1517868042,97.84385681149999,102.510879517,94.9844589233,85.75788879390001
1,55.9336776733,94.5902328491,101.995018005,97.227897644,87.9790267944,67.1779327393,97.8471450806,102.50983429,94.9816513062,85.7552566528
1,55.904731750500005,94.5865249634,102.00904846200001,97.2786254883,87.95999908450001,67.2074432373,97.8493804932,102.50962066700001,94.9806137085,85.754196167
1,55.8797302246,94.6297988892,102.077484131,97.3801574707,87.99446105959998,67.2446746826,97.8500289917,102.509643555,94.9792861938,85.75337982180001
1,55.813346862799996,94.6186447144,102.097297668,97.41812896729999,87.9870910645,67.28531646729999,97.85082244870001,102.510025024,94.9787902832,85.7521438599
1,55.782382965100005,94.6603240967,102.17854309100001,97.50826263430001,88.0265579224,67.31651306149999,97.8527908325,102.509971619,94.9783706665,85.7490844727
1,55.6909141541,94.652633667,102.205291748,97.5425262451,88.0247573853,67.33702087399999,97.85564422610001,102.509124756,94.9777908325,85.7447967529
1,55.6156578064,94.70338439940001,102.284088135,97.6253585815,88.0602416992,67.3467483521,97.8593063354,102.509216309,94.976776123,85.7421875
1,55.530605316199996,94.7102661133,102.30454254200001,97.6509780884,88.05974578860001,67.3498687744,97.86265563959999,102.50859832799999,94.9644851685,85.73876953119999
1,55.4556388855,94.7642745972,102.377243042,97.7188949585,88.1024703979,67.3564987183,97.865524292,102.50847625700001,94.9486694336,85.7336349487
1,55.3596076965,94.77521514889999,102.39173126200001,97.73601531979999,88.11108398440001,67.359046936,97.86729431149999,102.508102417,94.93753814700001,85.724937439
1,55.291213989300005,94.8356704712,102.463874817,97.80540466309999,88.16918945309999,67.3602294922,97.86923980709999,102.507865906,94.929359436,85.7178955078
1,55.2288246155,94.8522567749,102.48188018799999,97.8292388916,88.16976165770001,67.3633117676,97.8712844849,102.50795745799999,94.92944335940001,85.7114028931
1,58.3199691772,97.6473922729,105.834815979,101.23621368399999,90.56359863280001,69.61628723140001,97.9369430542,103.054695129,95.60682678219999,85.4669723511
1,58.4358901978,97.6544265747,105.846382141,101.23057556200001,90.5639572144,69.6561660767,97.9665985107,103.10272216799999,95.645652771,85.5146102905
1,58.473361968999995,97.71594238280001,105.915687561,101.279090881,90.60771942139999,69.6825637817,97.9496459961,103.095542908,95.61045837399999,85.5223312378
1,58.6282806396,97.7232055664,105.928855896,101.27684021,90.5944519043,69.7359085083,97.98867797850001,103.133041382,95.6196975708,85.5325088501
1,59.057189941400004,97.7852096558,105.99279785200001,101.331977844,90.61730957030001,69.7578964233,97.97513580319999,103.109680176,95.5925064087,85.5273666382
1,59.091594696,97.7980041504,106.00527954100001,101.328056335,90.5904312134,69.8228683472,98.0022201538,103.15642547600001,95.6263961792,85.5430526733
1,59.264419555699995,97.8618774414,106.07437133799999,101.379676819,90.6127853394,69.8207473755,98.00372314450001,103.14241027799999,95.6163482666,85.5370864868
1,59.438697814899996,97.86714935299999,106.082977295,101.37892913799999,90.59037017819999,69.8372116089,98.0561294556,103.18546295200001,95.6302719116,85.5891571045
1,59.499004363999994,97.9288482666,106.148696899,101.432762146,90.60864257809999,69.8231735229,98.0544967651,103.179618835,95.5944366455,85.5994110107
1,59.7174224854,97.94485473629999,106.153182983,101.436103821,90.5802764893,69.84828948970001,98.1051254272,103.229476929,95.6353530884,85.6531829834
1,59.7949981689,98.01146698,106.20896148700001,101.49144744899999,90.6075668335,69.8391418457,98.0962371826,103.21955108600001,95.63787841799999,85.6624603271
1,59.9298934937,98.0291595459,106.20912933299999,101.491127014,90.5986785889,69.8848190308,98.12482452389999,103.257820129,95.6918182373,85.7141036987
1,59.6985588074,98.0939025879,106.26554107700001,101.544372559,90.64297485350001,69.8847045898,98.10556793209999,103.247772217,95.6863708496,85.7404937744
1,59.7756576538,98.1010971069,106.26448059100001,101.547241211,90.6475219727,69.9231872559,98.1610488892,103.28881835899999,95.7443618774,85.8016052246
1,59.9392776489,98.154800415,106.319114685,101.60509491,90.6906356812,69.92147827149999,98.15788269040002,103.271263123,95.7534790039,85.8175506592
1,60.2403297424,98.15970611569999,106.32039642299999,101.608451843,90.6853561401,69.9700088501,98.20169830319999,103.30944061299999,95.80308532709999,85.87059783939999
1,60.27460098270001,98.2142410278,106.375679016,101.667419434,90.7318191528,69.97606658939999,98.19365692139999,103.336242676,95.81639099120001,85.8717956543
1,60.2475509644,98.21572113040001,106.37625885,101.671875,90.72714233399999,70.0208816528,98.2397003174,103.410415649,95.8761291504,85.91354370120001
1,60.2577285767,98.270362854,106.432533264,101.726615906,90.7673568726,70.0185546875,98.2533950806,103.391113281,95.8922424316,85.91151428219999
1,60.196018218999995,98.2741241455,106.43046569799999,101.7240448,90.78044891360001,70.0362548828,98.3090362549,103.414352417,95.94780731200001,85.94904327389999
1,59.427715301499994,99.8680801392,108.39987182600001,103.512634277,91.7272491455,72.1137237549,100.10272216799999,105.378700256,97.6510925293,87.7275161743
1,59.413372039799995,99.8670425415,108.398742676,103.51385498,91.73190307620001,72.1355667114,100.13987731899999,105.41408538799999,97.7079391479,87.78382873540001
1,59.392124176,99.865737915,108.39826965299999,103.516891479,91.7344284058,72.09335327149999,100.129844666,105.402206421,97.7312774658,87.7982635498
1,59.3883628845,99.8655166626,108.398071289,103.51914978,91.73531341549999,72.11264801029999,100.15868377700001,105.4532547,97.79892730709999,87.87046813959999
1,59.390018463100006,99.8652572632,108.396812439,103.524681091,91.73593139649999,72.0821151733,100.151092529,105.452850342,97.82577514649999,87.8952865601
1,59.3755912781,99.8650970459,108.395584106,103.529502869,91.73575592040001,72.0881881714,100.19779968299999,105.510749817,97.8993911743,87.96508789059999
1,59.3574905396,99.8650131226,108.394203186,103.53274536100001,91.73587799069999,72.0683288574,100.193580627,105.51169586200001,97.933883667,87.9912033081
1,59.3325500488,99.86483001709999,108.39147186299999,103.53337860100001,91.7387771606,72.0874481201,100.238502502,105.56838989299999,97.9868011475,88.06279754639999
1,59.3200073242,99.8645858765,108.38444519,103.53365325899999,91.7387619019,72.06981658939999,100.240493774,105.58102417,97.99348449709998,88.07139587399999
1,59.3243598938,99.86429595950001,108.37363433799999,103.534118652,91.73851776120001,72.0773162842,100.297767639,105.64511108399999,98.0480728149,88.1244659424
1,59.437210083000004,99.8637771606,108.364227295,103.53441619899999,91.73838043209999,72.0576095581,100.309089661,105.65934753399999,98.0512771606,88.1448974609
1,59.485332488999994,99.85823822020001,108.35425567600001,103.53590393100001,91.73818206790001,72.068069458,100.35751342799999,105.728286743,98.1104125977,88.2028579712
1,59.5076293945,99.8533859253,108.35180664100001,103.536422729,91.7380752563,72.0429916382,100.358535767,105.71710968,98.12828063959999,88.240852356
1,59.5166778564,99.8442993164,108.352462769,103.536560059,91.73860168459998,72.0583724976,100.409820557,105.76448059100001,98.18106842040001,88.3190841675
1,59.5248794556,99.83770751950001,108.35395049999998,103.536804199,91.7389678955,71.9820861816,100.406600952,105.756919861,98.1831817627,88.326675415
1,59.5313148499,99.8325805664,108.354133606,103.536849976,91.737991333,71.9888381958,100.45224762,105.80535125700001,98.21795654299999,88.3732452393
1,59.5480041504,99.8295288086,108.35194397,103.536903381,91.7376327515,71.9666976929,100.448143005,105.800102234,98.2042312622,88.3739471436
1,59.5585670471,99.82788848879999,108.350158691,103.533592224,91.7364120483,71.987449646,100.49634552,105.85019683799999,98.2521057129,88.41979980469999
1,59.526973724399994,99.8259811401,108.347038269,103.532821655,91.7361068726,71.9646148682,100.487091064,105.84589386,98.2426605225,88.42652130129999
1,59.473297119099996,99.8212432861,108.34423065200001,103.533081055,91.7354888916,71.975730896,100.530960083,105.898071289,98.293182373,88.4744720459
1,54.1058807373,99.6176757812,108.34101104700001,103.44591522200001,91.68301391600001,72.6820983887,100.70602417,105.849250793,98.66388702389999,89.1208953857
1,53.9559898376,99.6202011108,108.33998870799999,103.445388794,91.6807174683,72.6689453125,100.703742981,105.848678589,98.6728210449,89.12425994870001
1,53.732719421400006,99.6237716675,108.34001159700001,103.444313049,91.6808547974,72.6526260376,100.702766418,105.846832275,98.6969833374,89.130531311
1,53.5146064758,99.62684631350001,108.340553284,103.43774414100001,91.68012237549999,72.62259674069999,100.702713013,105.84720611600001,98.70420837399999,89.1325454712
1,53.3570175171,99.6305160522,108.34101104700001,103.437561035,91.6786346436,72.6212463379,100.704017639,105.845909119,98.7232894897,89.1351776123
1,53.2108535767,99.6338729858,108.340118408,103.437728882,91.67574310299999,72.6213760376,100.706382751,105.844703674,98.7274932861,89.14093780520001
1,53.0886726379,99.636932373,108.339485168,103.43413543700001,91.6737518311,72.6165924072,100.70434570299999,105.84436035200001,98.7302703857,89.149772644
1,52.9792671204,99.6397857666,108.339492798,103.425338745,91.67175292969999,72.6024780273,100.69813537600001,105.843544006,98.7320022583,89.15919494629999
1,52.914150238000005,99.642791748,108.339439392,103.422935486,91.6694259644,72.6029205322,100.700050354,105.84420013399999,98.73510742190001,89.1653747559
1,52.8603897095,99.64569091799999,108.33938598600001,103.416091919,91.6672210693,72.5941848755,100.70519256600001,105.843765259,98.74284362790002,89.1702880859
1,52.8100738525,99.6474151611,108.33973693799999,103.41327667200001,91.66757202149999,72.58094787600001,100.701797485,105.84327697799999,98.741973877,89.1755142212
1,52.7800598145,99.6484069824,108.33832549999998,103.41204071,91.6669464111,72.5791549683,100.68573761,105.84815979,98.7437820435,89.17914581299999
1,52.747383117700004,99.6498031616,108.33521270799999,103.39645385700001,91.6712875366,72.5788192749,100.67127227799999,105.851783752,98.7519760132,89.19696807860001
1,52.7369270325,99.64995574950001,108.334197998,103.391197205,91.67281341549999,72.5772399902,100.67048645,105.859573364,98.7516708374,89.2022247314
1,52.716434478800004,99.64998626709999,108.33136749299999,103.38137817399999,91.67398834229999,72.570640564,100.668228149,105.871589661,98.7549438477,89.2105178833
1,52.694007873500006,99.64998626709999,108.32962799100001,103.375862122,91.67436981200001,72.5440673828,100.668243408,105.878715515,98.75561523440001,89.2186965942
1,52.659442901599995,99.64923095700001,108.32866668700001,103.37197113,91.6752853394,72.5263595581,100.668106079,105.89395141600001,98.7651977539,89.22044372559999
1,52.6266593933,99.6485137939,108.32816314700001,103.369338989,91.6741714478,72.5043716431,100.668586731,105.90873718299999,98.76824188229999,89.22721862790002
1,52.5969848633,99.64900970459999,108.32699585,103.36576843299999,91.67434692379999,72.4515228271,100.67234802200001,105.921867371,98.76839447020001,89.23030853270001
1,52.5780258179,99.6487808228,108.322563171,103.359870911,91.6749343872,72.4133911133,100.67713928200001,105.92951965299999,98.7686386108,89.2321472168
2,58.2675895691,93.4447097778,112.943069458,107.31952667200001,92.7183609009,61.4650497437,77.8667449951,100.71430206299999,95.8048400879,87.8559494019
2,58.2619590759,93.1814880371,112.97280120799999,107.329170227,92.7079849243,61.572597503699996,79.3248443604,100.71620941200001,95.7688903809,87.7900695801
2,58.2597770691,92.8979644775,112.997924805,107.336196899,92.70249938959999,61.6995010376,80.3619155884,100.72157287600001,95.74237060549999,87.72798919680001
2,58.272888183599996,92.4269256592,113.02653503399999,107.34686279299999,92.6869888306,61.8807945251,81.5750579834,100.739868164,95.6901245117,87.63605499270001
2,58.295459747299994,91.96955108639999,113.036895752,107.36128234899999,92.6711807251,62.048458099399994,82.4596557617,100.75958252,95.6561355591,87.5650634766
2,58.3043403625,91.6786346436,113.039131165,107.370597839,92.66514587399999,62.1243171692,82.7571868896,100.77290344200001,95.64186096190001,87.53736877440001
2,58.323463439899996,91.15740966799999,113.04167938200001,107.387611389,92.64839935299999,62.2383270264,89.7178039551,100.79552459700001,95.6380004883,87.48559570309999
2,58.330898284899995,90.3592605591,113.044364929,107.400810242,92.6333999634,62.464881897,92.5772247314,100.884208679,95.61469268799999,87.4258651733
2,58.3450050354,89.8535614014,113.044708252,107.40868377700001,92.6227416992,62.6335754395,93.18064880370001,100.970474243,95.59315490719999,87.3738174438
2,58.352394104,89.15746307370001,113.043998718,107.415367126,92.61555480959998,62.725925445600005,93.41290283200001,101.07509613,95.58017730709999,87.30207824709998
2,58.363967895500004,88.4408493042,113.042350769,107.423835754,92.5969009399,62.7727813721,93.5525360107,101.11805725100001,95.5699462891,87.23754119870001
2,58.384963989300005,87.8803710938,113.04105377200001,107.43215179399999,92.5866241455,62.829921722399995,93.6543502808,101.15754699700001,95.5755310059,87.1854171753
2,58.4022712708,87.40985870360001,113.03959655799999,107.441642761,92.5665359497,62.8683700562,93.7660980225,101.19291687,95.5732116699,87.1471252441
2,58.417213439899996,86.8637084961,113.03782653799999,107.450523376,92.5596542358,62.921405792200005,93.877166748,101.23743438700001,95.57652282709999,87.126701355
2,58.433673858599995,86.3064193726,113.03657531700001,107.455451965,92.5585632324,62.9872360229,93.9759597778,101.27521514899999,95.57675170899999,87.114112854
2,58.470546722399995,85.84689331050001,113.035163879,107.45893859899999,92.56477355959998,63.096450805699995,94.08595275879999,101.307701111,95.59392547610001,87.10626220700001
2,58.5144462585,85.42546844479999,113.031532288,107.464775085,92.57147216799999,63.1837730408,94.1965713501,101.342292786,95.60911560059999,87.0967330933
2,58.5793762207,85.0308227539,113.029083252,107.472496033,92.5827789307,63.276287078900005,94.2673568726,101.38359069799999,95.6384429932,87.08717346190001
2,58.6894378662,84.50858306880001,113.029136658,107.47985839799999,92.58748626709999,63.3672027588,94.3340682983,101.427047729,95.64298248290001,87.08006286620001
2,58.816326141400005,84.1885604858,113.02807617200001,107.486038208,92.5920715332,63.4116973877,94.43273925780001,101.480186462,95.6452789307,87.0658035278
2,58.1457138062,66.29025268550001,112.53352356,108.350868225,94.0059280396,65.0168457031,96.3271484375,102.56240844700001,95.80402374270001,86.40860748290001
2,58.1526489258,66.2689819336,112.527267456,108.355110168,94.0080413818,64.9950027466,96.32110595700001,102.57396698,95.8185272217,86.44129943850001
2,58.1532058716,66.2330093384,112.520591736,108.35789489700001,94.01615142819999,64.9665603638,96.31879425049999,102.581390381,95.8279571533,86.4575042725
2,58.1516189575,66.2202453613,112.513473511,108.36000824,94.0286102295,64.9362411499,96.31463623049999,102.589073181,95.8323898315,86.4646148682
2,58.1816749573,66.1553726196,112.509605408,108.365730286,94.0496520996,64.9105377197,96.3102722168,102.597465515,95.8332977295,86.4769515991
2,58.2211494446,66.1296234131,112.50805664100001,108.369087219,94.0547561646,64.9069290161,96.308380127,102.601165771,95.8334350586,86.48114776610001
2,58.3531417847,66.0984649658,112.50576019299999,108.37951660200001,94.0580444336,64.9031524658,96.30541992190001,102.60662078899999,95.835647583,86.48770141600001
2,58.5202026367,66.07870483399999,112.50505828899999,108.39375305200001,94.0684967041,64.8968582153,96.3031539917,102.612846375,95.8396759033,86.494758606
2,58.5767593384,66.0738296509,112.50504303,108.40676116899999,94.0888748169,64.88930511470001,96.303565979,102.617614746,95.84231567379999,86.50511932370001
2,58.591667175299996,66.0589141846,112.512817383,108.42901611299999,94.1005096436,64.8825531006,96.30263519290001,102.62285614,95.8470535278,86.5134506226
2,58.591156005900004,66.0412445068,112.528244019,108.449226379,94.1210403442,64.8821334839,96.30088806149999,102.625068665,95.8539962769,86.5243530273
2,58.59063339229999,66.0420608521,112.55193328899999,108.460296631,94.1865234375,64.8793487549,96.2991638184,102.627090454,95.8583526611,86.5343780518
2,58.5900840759,66.0607452393,112.57740020799999,108.454872131,94.2640457153,64.876991272,96.2956848145,102.629554749,95.86296081540002,86.5452041626
2,58.5895500183,66.0969467163,112.594734192,108.44473266600001,94.3259735107,64.86945343020001,96.293258667,102.632499695,95.8667144775,86.56210327149999
2,58.5890197754,66.1766052246,112.60559082,108.43955993700001,94.3735275269,64.8668899536,96.29090881350001,102.635467529,95.8689727783,86.57704925540001
2,58.5884742737,66.3726348877,112.612892151,108.42944335899999,94.41613769530001,64.8540725708,96.28890228270001,102.638175964,95.8720016479,86.5871887207
2,58.587928772,66.5870513916,112.615036011,108.41354370100001,94.458732605,64.8264465332,96.28652954100001,102.641052246,95.88697814940001,86.5938339233
2,58.5874061584,66.85710906979999,112.615371704,108.39978027299999,94.4753875732,64.8123550415,96.2834320068,102.642524719,95.8926315308,86.6046447754
2,58.5868759155,67.0935134888,112.611114502,108.388946533,94.4791641235,64.796081543,96.2813949585,102.644302368,95.89701080319999,86.6143341064
2,58.5863609314,67.3426437378,112.605781555,108.38423156700001,94.4781494141,64.7847824097,96.27877807620001,102.64531707799999,95.9011535645,86.6236343384
2,44.6910133362,63.3701171875,111.992622375,105.125396729,93.33581542969999,64.7634277344,96.65155029299999,102.71688079799999,95.54850769040002,86.5794754028
2,44.561576843299996,63.3297767639,111.991867065,105.097862244,93.28749084469999,64.7723999023,96.6532363892,102.719787598,95.54968261719999,86.575553894
2,44.497825622600004,63.272441863999994,111.991355896,105.063896179,93.246711731,64.7810134888,96.6550674438,102.725318909,95.55704498290001,86.5731811523
2,44.491157531700004,63.194534301800005,111.98518371600001,105.00659179700001,93.204864502,64.79289245609999,96.6563262939,102.735237122,95.5713119507,86.57342529299999
2,44.4486846924,63.0833854675,111.96354675299999,104.88758850100001,93.14078521729999,64.7932891846,96.66056060790001,102.759422302,95.6003570557,86.5716629028
2,44.423465728800004,63.0327186584,111.95363616899999,104.84574127200001,93.1131362915,64.789352417,96.66292572020001,102.768409729,95.6111755371,86.576423645
2,44.3652038574,62.923992157,111.948356628,104.79179382299999,93.0662689209,64.78188323970001,96.6714019775,102.78337097200001,95.62294006350001,86.5901870728
2,44.3394966125,62.8291244507,111.932769775,104.74549865700001,93.0339584351,64.7796020508,96.6779251099,102.79566955600001,95.6288223267,86.5982894897
2,44.318420410200005,62.708854675299996,111.92373657200001,104.695007324,93.0097885132,64.7744445801,96.6791992188,102.80529785200001,95.6340942383,86.5998077393
2,44.2773094177,62.648494720500004,111.91857910200001,104.623985291,92.9780044556,64.7655944824,96.681350708,102.807067871,95.636505127,86.6000366211
2,44.2186470032,62.596801757799994,111.912330627,104.549163818,92.9546661377,64.75760650630001,96.6832504272,102.807273865,95.6355361938,86.5960922241
2,44.2141036987,62.5565452576,111.905807495,104.496955872,92.91967773440001,64.7498550415,96.6845932007,102.807350159,95.6349945068,86.5910491943
2,44.1661567688,62.5304756165,111.88851928700001,104.45811462399999,92.8827438354,64.7451858521,96.6861038208,102.807533264,95.63380432129999,86.58460998540001
2,44.1104164124,62.4881744385,111.846000671,104.410774231,92.866355896,64.74480438229999,96.68997192379999,102.80709838899999,95.6327514648,86.5746841431
2,44.083652496300004,62.4238014221,111.824897766,104.33639526399999,92.85174560549999,64.7460861206,96.69192504879999,102.80718231200001,95.6299285889,86.5642623901
2,44.092765808100005,62.3572807312,111.80679321299999,104.274742126,92.81429290770001,64.74759674069999,96.6934967041,102.80708313,95.6274337769,86.54926300049999
2,44.0658760071,62.190612793,111.787231445,104.217262268,92.7738037109,64.7476348877,96.695022583,102.807952881,95.62476348879999,86.5305786133
2,44.0115394592,62.0609779358,111.756072998,104.172561646,92.73210906979999,64.7461013794,96.6967544556,102.808181763,95.6220779419,86.51217651370001
2,43.9580116272,61.9036712646,111.72013092,104.120452881,92.69535064700001,64.7451324463,96.699546814,102.807823181,95.62084960940001,86.4972686768
2,43.9026451111,61.7804069519,111.661346436,104.054389954,92.6786193848,64.7449951172,96.7029190063,102.80857086200001,95.61775970459999,86.48101043700001
2,50.896293640100005,53.373664856000005,106.070732117,98.5913009644,91.10046386719999,65.2758636475,97.47328186040001,102.783546448,95.65230560299999,86.5924835205
2,50.9007110596,53.3536872864,106.06527709999999,98.5986633301,91.1151733398,65.2746353149,97.4726333618,102.784866333,95.65260314940001,86.5918579102
2,50.9078865051,53.3459510803,106.060600281,98.60403442379999,91.1333007812,65.2740783691,97.47166442870001,102.786483765,95.6543273926,86.5918273926
2,50.912467956499995,53.338920593299996,106.05421447799999,98.6281967163,91.14437103270001,65.27378082279999,97.47058105469999,102.789047241,95.65818786620001,86.6019515991
